ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P229G_N,P204_NOM_200D,P204_COD_200D,P229G_NOM,P229G_COD,P229H_CANT_ENT,P229H_CANT_DEC,P229H_UM,P229H_UM_COD,P229H_EQUIV,P229I_1_CANT_ENT,P229I_1_CANT_DEC,P229I_PREC_ENT,P229I_PREC_DEC,P229I_VAL,P229I_1_PRE_KG,P229I_2_ENT,P229I_2_DEC,P229I_3_ENT,P229I_3_DEC,OMICAP200_03
2019.0,20,PIURA,02,AYABACA,10,SUYO,00258,00034,5,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,500.0,000,KILO,12,1.0,0.0,000,, ,,,500.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,10,SUYO,00258,00070,10,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,1000.0,000,KILO,12,1.0,1000.0,000,0.0,30,300.0,0.3,0.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,10,SUYO,00258,00079,11,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,100.0,000,KILO,12,1.0,0.0,000,, ,,,100.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,10,SUYO,00259,00109,13,,Completa,Costa,Costa Norte,134.25198938992042,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,PANCA DE CHOCLO,4129.0,10.0,000,MANTADA,15,2.0,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00037,3,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,3.0,000,TONELADA,22,1000.0,0.0,000,, ,,,3.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00057,5,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,4000.0,000,KILO,12,1.0,0.0,000,, ,,,4000.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00103,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,5000.0,000,KILO,12,1.0,5000.0,000,0.0,10,500.0,0.1,0.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00111,11,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,1.0,000,TONELADA,22,1000.0,0.0,000,, ,,,1.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00141,13,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,3000.0,000,KILO,12,1.0,0.0,000,, ,,,3000.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00156,14,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,1.0,000,TONELADA,22,1000.0,0.0,000,, ,,,1.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00291,00046,3,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,0.0,250,TONELADA,22,1000.0,0.0,000,, ,,,0.0,250,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00291,00133,8,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,0.0,500,TONELADA,22,1000.0,0.0,000,, ,,,0.0,500,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00291,00151,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,0.0,500,TONELADA,22,1000.0,0.0,000,, ,,,0.0,500,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00291,00206,13,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,0.0,250,TONELADA,22,1000.0,0.0,000,, ,,,0.0,250,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00017,3,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,80.0,000,KILO,12,1.0,0.0,000,, ,,,80.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00020,4,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,150.0,000,KILO,12,1.0,0.0,000,, ,,,150.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00035,7,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,120.0,000,KILO,12,1.0,0.0,000,, ,,,120.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00060,10,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,120.0,000,KILO,12,1.0,0.0,000,, ,,,120.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00322,00035,2,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,09,12.0,0.0,000,, ,,,20.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00322,00050,4,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,CARGA,09,15.0,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00322,00063,5,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAMOTE,2603.0,RASTROJO DE CAMOTE,4120.0,8.0,000,SACO,19,50.0,0.0,000,, ,,,8.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00322,00076,6,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAMOTE,2603.0,RASTROJO DE CAMOTE,4120.0,5.0,000,CARGA,09,12.0,0.0,000,, ,,,5.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00322,00114,10,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,60.0,000,CARGA,09,12.0,60.0,000,2.0,00,120.0,0.1667,0.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00322,00116,11,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,12.0,000,CARGA,09,10.0,12.0,000,1.0,20,14.0,0.12,0.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00002,1,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,30.0,000,CARGA,09,25.0,0.0,000,, ,,,30.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00009,2,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,25.0,000,CARGA,09,20.0,0.0,000,, ,,,25.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00019,4,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,25.0,000,CARGA,09,20.0,0.0,000,, ,,,25.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00020,5,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,25.0,000,CARGA,09,15.0,0.0,000,, ,,,25.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00029,6,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,09,15.0,20.0,000,10.0,00,200.0,0.6667,0.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00038,7,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,15.0,000,CARGA,09,15.0,0.0,000,, ,,,15.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00039,8,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,09,15.0,0.0,000,, ,,,15.0,000,5.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00049,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,10.0,000,CARGA,09,20.0,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00055,10,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,30.0,000,CARGA,09,20.0,0.0,000,, ,,,30.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00064,11,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,45.0,000,CARGA,09,20.0,0.0,000,, ,,,45.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00072,12,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,15.0,000,TERCIO,20,20.0,0.0,000,, ,,,15.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00078,13,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,09,20.0,0.0,000,, ,,,20.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00085,14,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,09,25.0,20.0,000,15.0,00,300.0,0.6,0.0,000,0.0,000, 
