ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_1_PRE_KG,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00291,00133,8,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,1.0,000,QUINTAL,18,46.0,0.0,000,, ,,,1.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00291,00133,8,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115.0,1.0,000,QUINTAL,18,46.0,0.0,000,, ,,,1.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00291,00151,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,4.0,000,LATA,13,18.0,0.0,000,, ,,,4.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00291,00206,13,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,1.0,500,QUINTAL,18,46.0,0.0,000,, ,,,1.0,500,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00020,4,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,10.0,000,KILO,12,1.0,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00035,7,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,20.0,000,KILO,12,1.0,0.0,000,, ,,,20.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00043,8,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,57.0,000,QUINTAL,18,50.0,57.0,000,100.0,00,5700.0,2.0,0.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00051,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,35.0,000,KILO,12,1.0,33.0,000,1.0,50,50.0,1.5,2.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00060,10,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,100.0,000,KILO,12,1.0,0.0,000,, ,,,100.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00067,11,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,17.0,000,KILO,12,1.0,17.0,000,7.0,00,119.0,7.0,0.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00307,00077,12,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,17.0,000,QUINTAL,18,50.0,17.0,000,180.0,00,3060.0,3.6,0.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00322,00157,14,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,1628.0,000,KILO,12,1.0,0.0,000,, ,,,1465.0,000,163.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00002,1,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,5.0,000,LATA,13,15.0,0.0,000,, ,,,4.0,000,1.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00009,2,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,2.0,000,LATA,13,15.0,0.0,000,, ,,,2.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00019,4,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,12.0,000,KILO,12,1.0,0.0,000,, ,,,10.0,000,2.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00020,5,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,15.0,000,KILO,12,1.0,0.0,000,, ,,,15.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00039,8,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,9765.0,000,KILO,12,1.0,0.0,000,, ,,,9765.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00039,8,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,1395.0,000,KILO,12,1.0,348.0,000,3.0,00,1044.0,3.0,837.0,000,210.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00049,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,15.0,000,KILO,12,1.0,0.0,000,, ,,,15.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00055,10,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,8.0,000,KILO,12,1.0,0.0,000,, ,,,8.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00064,11,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,15.0,000,KILO,12,1.0,0.0,000,, ,,,15.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00072,12,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,GUARAPO,4111.0,2813.0,000,LATA,13,15.0,0.0,000,, ,,,2813.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00078,13,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,3.0,000,LATA,13,15.0,0.0,000,, ,,,2.0,500,0.0,500, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00339,00085,14,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,35.0,000,KILO,12,1.0,0.0,000,, ,,,32.0,000,3.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00004,1,,Completa,Sierra,Sierra Norte,79.025,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,TRIGO MOTE,4137.0,4.0,000,KILO,12,1.0,0.0,000,, ,,,4.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00019,2,,Completa,Sierra,Sierra Norte,79.025,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,TRIGO MOTE,4137.0,4.0,000,KILO,12,1.0,0.0,000,, ,,,4.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00061,5,,Completa,Sierra,Sierra Norte,79.025,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,14.0,000,QUINTAL,18,50.0,0.0,000,, ,,,14.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00075,7,,Completa,Sierra,Sierra Norte,79.025,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,6.0,000,KILO,12,1.0,0.0,000,, ,,,6.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00090,8,,Completa,Sierra,Sierra Norte,79.025,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,428.0,000,KILO,12,1.0,0.0,000,, ,,,428.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00122,11,,Completa,Sierra,Sierra Norte,79.025,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,13.0,000,KILO,12,1.0,0.0,000,, ,,,13.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00135,12,,Completa,Sierra,Sierra Norte,79.025,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,10.0,000,QUINTAL,18,50.0,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,01,AYABACA,00343,00149,13,,Completa,Sierra,Sierra Norte,79.025,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,8.0,000,KILO,12,1.0,0.0,000,, ,,,8.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,07,PAIMAS,00372,00108,9,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,34.0,000,KILO,12,1.0,0.0,000,, ,,,34.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,07,PAIMAS,00372,00109,10,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,77.0,000,KILO,12,1.0,0.0,000,, ,,,77.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,07,PAIMAS,00372,00136,12,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,5142.0,000,KILO,12,1.0,4114.0,000,4.0,00,16456.0,4.0,1028.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,07,PAIMAS,00372,00155,13,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,20.0,000,KILO,12,1.0,0.0,000,, ,,,20.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,08,SAPILLICA,00397,00010,2,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,0.0,200,QUINTAL,18,50.0,0.0,000,, ,,,0.0,200,0.0,000, 
2019.0,20,PIURA,02,AYABACA,08,SAPILLICA,00397,00035,6,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,1.0,000,QUINTAL,18,50.0,0.0,000,, ,,,0.0,500,0.0,500, 
2019.0,20,PIURA,02,AYABACA,08,SAPILLICA,00397,00043,8,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,5.0,000,KILO,12,1.0,0.0,000,, ,,,5.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,08,SAPILLICA,00397,00064,11,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,20.0,000,KILO,12,1.0,0.0,000,, ,,,20.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,08,SAPILLICA,00397,00065,12,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,0.0,500,QUINTAL,18,50.0,0.0,000,, ,,,0.0,500,0.0,000, 
2019.0,20,PIURA,02,AYABACA,08,SAPILLICA,00397,00072,13,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,0.0,500,QUINTAL,18,50.0,0.0,000,, ,,,0.0,500,0.0,000, 
2019.0,20,PIURA,02,AYABACA,08,SAPILLICA,00397,00081,14,,Completa,Costa,Costa Norte,124.66256157635468,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,0.0,500,QUINTAL,18,50.0,0.0,000,, ,,,0.0,500,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00399,00005,1,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,30.0,000,KILO,12,1.0,0.0,000,, ,,,30.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00399,00005,1,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,30.0,000,KILO,12,1.0,0.0,000,, ,,,30.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00399,00019,2,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,20.0,000,KILO,12,1.0,0.0,000,, ,,,20.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00399,00031,3,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,10.0,000,KILO,12,1.0,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00399,00039,4,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,20.0,000,KILO,12,1.0,0.0,000,, ,,,20.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00399,00047,5,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,10.0,000,KILO,12,1.0,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00399,00058,6,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,20.0,000,KILO,12,1.0,0.0,000,, ,,,20.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00399,00088,8,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,20.0,000,KILO,12,1.0,0.0,000,, ,,,20.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00399,00096,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,30.0,000,KILO,12,1.0,0.0,000,, ,,,30.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00399,00096,9,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,30.0,000,KILO,12,1.0,0.0,000,, ,,,30.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00399,00109,11,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,15.0,000,KILO,12,1.0,0.0,000,, ,,,15.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00399,00129,12,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,10.0,000,KILO,12,1.0,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00399,00145,13,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,20.0,000,KILO,12,1.0,0.0,000,, ,,,20.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00399,00160,14,,Completa,Sierra,Sierra Norte,73.38035714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,10.0,000,KILO,12,1.0,0.0,000,, ,,,10.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00408,00008,2,,Completa,Sierra,Sierra Norte,93.39318181818183,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,30.0,000,KILO,12,1.0,0.0,000,, ,,,30.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00408,00008,2,,Completa,Sierra,Sierra Norte,93.39318181818183,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,30.0,000,KILO,12,1.0,0.0,000,, ,,,30.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00408,00015,3,,Completa,Sierra,Sierra Norte,93.39318181818183,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,30.0,000,KILO,12,1.0,0.0,000,, ,,,30.0,000,0.0,000, 
2019.0,20,PIURA,02,AYABACA,04,LAGUNAS,00408,00018,4,,Completa,Sierra,Sierra Norte,93.39318181818183,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,80.0,000,KILO,12,1.0,0.0,000,, ,,,80.0,000,0.0,000, 
